index,image,annotator,description
1478,cuhk03/image=06_set=1_id=0119.png,viya,A young man walks while he holds a white or beige colour bag in his left arm. He has short hair and it is dark. He wears a dark colour full hand shirt with blue denim pants. He carries black and white backpack with printed designs on it.
1479,cuhk03/image=06_set=1_id=0120.png,viya,This is a picture of a fat guy who has his hair cut short. His hair colour is black. He wears a grey or ash coloured jacket with hoodie on it with a pair of dark blue jeans and white colour shoes. He carries a cross body bag that is dark in colour.
1480,cuhk03/image=06_set=1_id=0121.png,viya,"A man who does not appear short but not so tall, wearing green tee with a pair of black colour trousers. He wears white colour shoes. He carries a black colour large backpack on his back. He has dark and short hair."
1481,cuhk03/image=06_set=1_id=0122.png,viya,"A tall and slim woman, with dark, straight and long hair, wearing some brown coloured shirt and a black coloured coat above that, with a pair of black colour straight pants. She wears grey coloured shoes."
1482,cuhk03/image=06_set=1_id=0123.png,viya,This woman is walking fast with her headphones on while she hears some music or something and has kept her iPod or mobile phone inside her right side pant pocket. She wears olive or grey coloured full sleeve jacket with a pair of light grey coloured jeans. She wears black shoes with white lace and soles. Her hair is long and appears dark. She may be carrying a backpack on her back.
1483,cuhk03/image=06_set=1_id=0124.png,viya,"This is a young and tall man, probably smiling while he is walking with his friend. He wears a dark full sleeve tshirt with a pair of black jeans or pants. He wears black colour shoes and his shoulder bag on his left shoulder is black too. His hair is short and appears black."
1484,cuhk03/image=06_set=1_id=0125.png,viya,"A lean boy in his late teens, wearing white and black tshirt with horizontal lines in it. He wears a pair of blue jeans and dark colour sandals. His hair is brown and it looks short. He carries a yellow backpack."
1485,cuhk03/image=06_set=1_id=0126.png,viya,"Profile of a medium build person, wearing blue full sleeve tshirt with a pair of black coloured shorts. He has short and black hair. He wears a pair of dark colour slippers. His backpack appears to be purple in colour with pink or orange designs on it."
1486,cuhk03/image=06_set=1_id=0127.png,viya,"A slightly fat woman with black long hair with a ponytail on it, wearing a blue and ash coloured jacket with designs on it and she wears black coloured jeans. She carries a red bag on her left shoulder."
1487,cuhk03/image=06_set=1_id=0128.png,viya,"A nice, tall woman, wearing grey or green with white, checked full sleeve shirt with a pair of dark grey or black coloured jeans. She wears a pair of black coloured leather boots. She carries a black colour garment, probably her jacket on her right arm. She checks on her phone while she walks. Her hair is dark and long. She carries a green or blue backpack."
1488,cuhk03/image=06_set=1_id=0129.png,viya,"A cute and slim girl whose face is not perfectly visible on the camera, checking on her phone with her left hand. She wears some green colour top with white colour jacket on it. She is wearing black colour leggings with white colour high heeled sandals. She has long, dark, beautiful hair. She carries a bag on her right shoulder."
1489,cuhk03/image=06_set=1_id=0130.png,viya,"A woman with medium build, with wavy dark hair, wearing white colour, printed sweat jacket with a pair of blue skinny jeans. She wears white colour shoes. She carries a black colour backpack on her back. She appears to be wearing spectacles."
1490,cuhk03/image=06_set=1_id=0131.png,viya,"A very young man, probably in his early twenties, wearing green tshirt with white designs printed on it with a black and white jacket with a pair of dark coloured pants. He has short and dark hair. He carries a white and black bag in his right hand."
1491,cuhk03/image=06_set=1_id=0132.png,viya,"Skinny, tall person with dark colour framed Eye glasses. He is wearing a grey or charcoal coloured v-neck tea with a black and orange coloured jacket above that. He wears a pair of dark colour pants. He has short hair which is dark coloured."
2154,cuhk03/image=06_set=1_id=0795.png,B12,"A young man with a neat black haircut and round, thick-rimmed glasses is smiling as he walks towards the camera. He is wearing a light blue button-up shirt with a dark blue pocket, hanging loosely over light brown trousers and white and black sneakers. He is wearing a black jacket with white trimmings around the zip over the shirt."
2155,cuhk03/image=06_set=1_id=0796.png,B12,"A skinny male dressed in black corporate wear is walking away from the camera, looking to his left. He is wearing a very light shirt, possibly white, with a black sports coat and black trousers and shoes. His hair is black and kept short and tidy, and he is carrying a black backpack."
2156,cuhk03/image=06_set=1_id=0797.png,B12,"A young male with short, very dark hair is wearing a white t-shirt with large black print letters, knee-length shorts in a grey-scale, large checkered pattern and what looks like white skater shoes with dark laces. He has a wrist watch on his left arm and is looking at the camera."
2157,cuhk03/image=06_set=1_id=0798.png,B12,"A sporty looking man is looking at a cell phone in his right hand while walking away from the camera. He has short black hair, a dark colored golf shirt with short sleeves, either black or navy blue, with knee-length black shorts and brown shoes with ankle length socks."
2158,cuhk03/image=06_set=1_id=0799.png,B12,"A lady with black hair hanging over her shoulders has a large pink bag slung over her right shoulder, and is holding her cell phone in her right hand. She is wearing a white t-shirt with a dark blue, short dress over and white pumps. She is looking in the direction of the camera and has a black bracelet on her left wrist."
2159,cuhk03/image=06_set=1_id=0800.png,B12,"A tall skinny male, looking down at his cell phone, which is held in front of him with both hands, is walking in the direction of the camera. He has black hair and is wearing a light grey t-shirt with a dark grey print across the chest, with dark, tight-fitting trousers, either dark blue or black, and grey shoes."
2160,cuhk03/image=06_set=1_id=0801.png,B12,"A petite female with a pink t-shirt, light shorts with a pastel motive and brown flip flops is walking towards the camera. She has dark, medium length hair, wire-rimmed glasses and a large brown leather bag slung across her right shoulder. She seems to be holding something in her left hand, which might be a pink see-through water bottle."
2161,cuhk03/image=06_set=1_id=0802.png,B12,"A lady with medium-length black hair is holding a dark brown backpack in front of her with her left hand, while looking at the cell phone held in her right hand. She is wearing a peach colored, short sleeved shirt and matching shorts, with white and black sports shoes."
2162,cuhk03/image=06_set=1_id=0803.png,B12,"A man with a small frame and black hair is walking away from the camera while holding a black sports bag in his right hand. She is wearing a red button-up shirt which is not tucked in, with short sleeves and open collar, and light blue, loose fitting jeans with black and white running shoes."
2163,cuhk03/image=06_set=1_id=0804.png,B12,"A male is walking away from the camera. He has black hair, glasses and a maroon or dark purple backpack. He is wearing a burnt orange top with long sleeves and light blue jeans with black sneakers showing white soles. He seems to be looking intently at something ahead of him."
2164,cuhk03/image=06_set=1_id=0805.png,B12,"A thin young male with spiky black hair and a large black backpack is holding a cell phone in his right hand. He is walking away from the camera and is wearing a white, short-sleeved t-shirt and baggy dark grey trousers."
2165,cuhk03/image=06_set=1_id=0806.png,B12,"A tall, slim male seems to be looking for something in a black bag he is holding in front of him, while he is walking away from the camera. He has short, dark brown hair and glasses and there seems to be a lanyard with a dark strap around his neck. He is wearing a white button-up shirt with long sleeves which he didn't tuck in, matched with tight fitting black trousers and white and black sneakers."
2166,cuhk03/image=06_set=1_id=0807.png,B12,A woman is walking away from the camera while holding onto the railing next to her with her right hand. Her hair is black and set in what seems to be an Afro style. She is wearing a black jacket with a cape and a pencil line black skirt in black.
2167,cuhk03/image=06_set=1_id=0808.png,B12,"A young, slightly overweight male is walking away from the camera wearing ankle length sneakers in white. He has knee-length light brown shorts on, paired with a white and light grey patterned hooded top with long sleeves and has short black hair."
2168,cuhk03/image=06_set=1_id=0809.png,B12,"A male with black hair, slightly longer than average is carrying a large black bag slung over his right shoulder. He is wearing a white t-shirt with short sleeves and dark knee-length shorts of dark coloring, probably black or dark brown. He is wearing light brown shoes and is walking away from the camera."
2169,cuhk03/image=06_set=1_id=0810.png,B12,"A tall, slim male with broad shoulders and very short, dark hair, either dark brown or black is walking away from the camera. It looks like he is wearing glasses, with a red t-shirt that has a light print on the back an knee-length trousers in a dark color, either dark blue or black, with flip flops. In his right hand he is carrying a white folder or file bag."
2170,cuhk03/image=06_set=1_id=0811.png,B12,"A male with his back to the camera is facing to his left, he has shortish black hair and a goatee. He is wearing brown hiking shoes and black knee-length shorts. His red t-shirt is sporting a lack and white paw print on the bottom right hand corner at the back."
2171,cuhk03/image=06_set=1_id=0812.png,B12,"A skinny male is walking towards the camera while looking down, he has spiky black hair and he is wearing a very light golf shirt, either white or light grey, he has a black backpack which is slung over his right shoulder."
2172,cuhk03/image=06_set=1_id=0813.png,B12,"A man with dark brown hair and a goatee is looking to his right as he walks away from the camera. He is wearing thick, dark-rimmed glasses and dark flip flops, possibly brown. He has a white golf shirt which was left hanging out, over dark baggy shorts, which could be either black or navy blue. In his right hand he is holding something that looks like a wallet."
2173,cuhk03/image=06_set=1_id=0814.png,B12,"A man facing away from the camera is standing with his right hand on his hip and left hanging loosely by his side. He is wearing white running shoes, black baggy shorts and a light grey t-shirt with glasses. His hair is black and he has a short beard."
2174,cuhk03/image=06_set=1_id=0815.png,B12,"A lady with short black hair is walking away from the camera, holding her hand high up behind her back. She is wearing a navy blue, long sleeved top with a hood and yellow cuffs, paired with beige ankle length trousers and either flip flops or sandals in a dark color, it might be black or dark brown."
2175,cuhk03/image=06_set=1_id=0816.png,B12,"A man with broad shoulders wearing a light grey t-shirt and beige knee-length trousers is walking away from the camera while looking to the right. His black hair is short at the back and spiky on top, and he's wearing glasses with a black frame."
2176,cuhk03/image=06_set=1_id=0817.png,B12,"A young, skinny man with a puzzled expression is looking at the camera, he has black backpack straps over his shoulders, with a white t-shirt with a large dark grey picture and slogan on the front. He is wearing dark grey or dark blue trousers with black shoes. He styles his black hair short at the sides and slightly longer at the top."
2177,cuhk03/image=06_set=1_id=0818.png,B12,"A lady with short black hair is wearing a black suit with the jacket buttoned and tight fitting pants, black pumps and a white or very light pink button-up shirt. She has something slung over her right shoulder, either a handbag or a laptop bag in black and is walking toward the camera. She seems to have a wristwatch on her left arm and might be wearing glasses."
2178,cuhk03/image=06_set=1_id=0819.png,B12,"A man with a gold wristwatch on his left arm is carrying a white and grey patterned umbrella in his left hand. He is wearing a grasshopper green golf shirt with dark trousers, either black or dark grey, with white and grey running shoes. He is walking towards the camera and has sunglasses on."
2179,cuhk03/image=06_set=1_id=0820.png,B12,"A lady is walking away with the camera, her black hair is tied back in a ponytail and he has a red hand bag hanging from her right shoulder. She is wearing black tight fitting trousers with black wedge-heel shoes and a black coat, paired with a shirt with a white collar. Her glasses have a black frame."
753,cuhk03/image=01_set=1_id=0753.png,A12,none
2180,cuhk03/image=06_set=1_id=0821.png,B12,"A slim man with white socks and black shoes is wearing tight black trousers and a dark blue or purple coat. He has short dark brown hair, a light brown bag with a black strap over his right shoulder and a black or dark grey bag, which looks like a shopping bag in his left hand."
2181,cuhk03/image=06_set=1_id=0822.png,B12,"A slim female with glasses and a black wrist watch on her left arm is looking at the camera. She is wearing a navy blue shirt, light grey or white shawl and tight fitting light blue jeans. She has a black bag over her right shoulder and has earphones in. Her black hair is tied back in a low ponytail."
2182,cuhk03/image=06_set=1_id=0823.png,B12,"A smiling girl is walking towards the camera, she has very dark hair, either brown or black, which is tied back in her neck. She is wearing a light, see through top and a greyish pullover with dark grey tights and white and black running shoes. She has light blue and black backpack straps over both shoulders, and is holding something in her hand, possibly a cell phone."
2183,cuhk03/image=06_set=1_id=0824.png,B12,"A skinny young man with tousled black hair and glasses is smiling in the direction of the camera. He is wearing a navy blue golf shirt, black wristwatch, very light trousers, either beige or light grey, with brown shoes. He has a black backpack with both straps over his shoulders."
2184,cuhk03/image=06_set=1_id=0825.png,B12,"A dark haired girl is looking at something in her hand as she's walking to the camera, probably a cell phone. She is clutching a paper to her chest with her left arm, on which she's wearing a wristwatch. She is wearing a short black dress with puffy white sleeves, paired with black stockings and pumps. Her hair is tucked behind her ears."
2185,cuhk03/image=06_set=1_id=0826.png,B12,"A skinny male is walking away from the camera, looking slightly downward. He has a dark brown t-shirt on with either black or navy blue trousers, possibly jeans. His hair is slightly longer than fashionable and in an untidy style."
2186,cuhk03/image=06_set=1_id=0827.png,B12,A man with black hair and a light grey t-shirt with a black logo on the right side of the chest is looking at the camera through round glasses. He has a black strap as if for a bag over his right shoulder and is wearing knee-length black shorts and black and white running shoes.
2187,cuhk03/image=06_set=1_id=0828.png,B12,"A tall, thin youth is striding toward the camera carrying something maroon under his left arm. He is wearing a black t-shirt, dark grey trousers and black running shoes with white soles. His black hair is hanging just above his eyes and is carrying a black backpack."
2188,cuhk03/image=06_set=1_id=0829.png,B12,"A bored looking young man is walking towards the camera. He has black hair covering his ears, a blue t-shirt and black sweatpants with white stripes on the side. His t-shirt has a greenish print on the chest and his backpack's black straps are across both shoulders."
2189,cuhk03/image=06_set=1_id=0830.png,B12,"A skinny male with glasses is looking at the ground while walking, he seems to have something in his hand, which is in front of his chin. He is wearing a black short-sleeved t-shirt and black trousers. His left hand is hanging comfortably by his side."
2190,cuhk03/image=06_set=1_id=0831.png,B12,"A slim man with his black hair cut short at the back and kept hanging over his ears is looking away from the camera. He is wearing a white shirt with long sleeves and buttons done up to the collar, with black trousers."
2191,cuhk03/image=06_set=1_id=0832.png,B12,"A girl with medium-length hard brown hair is wearing a light grey cardigan and has a dark grey bag with silver sling over her right shoulder. She has a short, flaring black skirt, bare legs and copper colored high heeled shoes with ankle straps. Her hair tips are lighter than the rest of her hair."
2192,cuhk03/image=06_set=1_id=0833.png,B12,"A lady with short black hair and dark lipstick is walking towards the camera, wearing black crocs, a knee-length black skirt and a loose handing red top with a light grey coat hanging loosely. She is holding a stack of books in her left hand, pressed against her chest, and something light grey in her right hand."
2193,cuhk03/image=06_set=1_id=0834.png,B12,"A thing male with dark red hair and glasses looks at the camera. He is wearing a light blue, button-up shirt with the sleeves rolled up nearly to his elbows, and dark blue, bootleg jeans. He has a bag slung across his chest with the sling on his right and his left hand steadying the black bag on his left hand side."
2194,cuhk03/image=06_set=1_id=0835.png,B12,"A tall man with short black hair, worn spiky, is walking away from the camera. He has a red or brown button-up shirt with short sleeves and an open collar, tucked into dark grey or black trousers with white sneakers. His black shoulder bag with white pattern is hanging on his right."
2195,cuhk03/image=06_set=1_id=0836.png,B12,"A skinny man with short black hair and large glasses is looking down as he walks. He is wearing a grey golf shirt with black ribbing on the short sleeves and a black collar, as well as light blue shorts with a white string to tie around the waist. He has tattoos at the top of his right arm and on his left forearm, where he also wears his wristwatch."
2196,cuhk03/image=06_set=1_id=0837.png,B12,"A lady dressed all in black has her long black hair flung over her left shoulder. She has a handbag over her left shoulder, a coat with long sleeves and tight trousers. She seems to be looking at something that she's holding in front of her while she's walking away from the camera."
2197,cuhk03/image=06_set=1_id=0838.png,B12,"A lady with shoulder-length hair is looking at the shiny wristwatch she wears on her left arm. She has a bag carelessly flung over her right shoulder and is wearing a light blue button-up shirt with darker blue edging at the elbow length sleeves and collar, and her shirt is not tucked into the dark baggy trousers with extra pockets on the sides, it might be dark grey or dark brown."
2198,cuhk03/image=06_set=1_id=0839.png,B12,"An elderly man with short grey hair has a wristwatch with a black face and gold straps on his left wrist, and is holding a newspaper in his left hand. He is wearing a light grey golf shirt, darker grey trousers and black shoes as he is walking in the direction of the camera."
2199,cuhk03/image=06_set=1_id=0840.png,B12,"A slim male with longish, pitch black hair and sunglasses is walking towards the camera. He has a dark brown bag which might be made of leather hanging from his right shoulder and has a cell phone in his right hand. He's wearing a light blue golf shirt with a very dark collar, might be navy blue or black, paired with what looks like purple knee-length shorts and slip-on yellow and dark brown shoes."
2200,cuhk03/image=06_set=1_id=0841.png,B12,"A man with very short black hair and a black bag with white straps slung across his back is looking away from the camera. He is wearing black pants, a light grey shirt with long sleeves and buttons and a black tie."
2201,cuhk03/image=06_set=1_id=0842.png,B12,"A tall skinny male has his back to the camera. He has black hair, cut short, a black bracelet on his left wrist and a red t-shirt and has his black shoulder bag over his left shoulder, hanging diagonally so the bag is on his right. He is wearing loose-fitting light grey trousers and black shoes."
2202,cuhk03/image=06_set=1_id=0843.png,B12,"A stocky built young man with glasses and short, dark brown hair is walking up a slight incline. He is wearing a black t-shirt with a white print on the front, have light brown knee-length shorts and white skateboarding shoes with green laces. He is wearing a black wristwatch and glasses with a thin rim."
2203,cuhk03/image=06_set=2_id=0001.png,B12,"A man with thinning dark hair and a slight belly is walking towards the camera. He is wearing an olive green golf shirt with short sleeves, beige trousers and a black or brown belt, with shoes of the same dark color as the belt."
2204,cuhk03/image=06_set=2_id=0002.png,B12,"A tall slender male seems to be walking fast towards the camera while looking to his right. He is wearing a long-sleeved white button shirt with an open collar, hanging over very dark trousers, either black or dark grey, and white and black shoes."
2205,cuhk03/image=06_set=2_id=0003.png,B12,"A skinny female with long black hair hanging loosely over her shoulders is wearing sunglasses, a black t-shirt with a large, light print on the front, tight-fitting blue jeans and what seems to be pink shoes is looking to her left as she approaches the camera."
2206,cuhk03/image=06_set=2_id=0004.png,B12,"A skinny lady with long black hair and white sneakers is wearing blue, faded skinny jeans with a sleeveless pink top and shiny wristwatch on her left arm. She seems to have white backpack straps over her shoulders and is carrying something looking like a soda can in her right hand."
2207,cuhk03/image=06_set=2_id=0005.png,B12,"A person of unidentified gender is wearing all black, dressed in a t-shirt with long sleeves, pushed up to the elbows, tight bootleg trousers and white running shoes. While talking on the cell phone with their left hand, they seem to be carrying something in their right, probably a black briefcase."
2208,cuhk03/image=06_set=2_id=0006.png,B12,"A tall skinny male is walking up a slope towards the camera. He has short black hair and glasses, and is wearing a large red t-shirt with a white print on the front and baggy grey trousers reaching to his calves. He has white, ankle-length socks and white running shoes."
2209,cuhk03/image=06_set=2_id=0007.png,B12,"A thin young man is holding his hands in front of him, he has untidy black hair, light grey shirt with short sleeves and buttons, with the collar open, hanging un-tucked over a pair of light blue jeans, and he's wearing white or light grey running shoes."
2210,cuhk03/image=06_set=2_id=0008.png,B12,"A girl with a petite frame is walking towards the camera, looking slightly to her right. She is wearing a pink top with short sleeves, a layered denim skirt in various shades of blue and an over-sized handbag in earthy colors, including beige and olive, with light brown straps, which she is holding in front of her. She has short socks on with dark brown sandals. Her dark hair, probably very dark brown, is worn at shoulder-length."
2211,cuhk03/image=06_set=2_id=0009.png,B12,"A young man with glasses is carrying a white shopping bag in his right hand and a black bag strapped over his right shoulder. He has a white t-shirt on with a large grey-scale picture on the chest, along with red knee-length shorts and black and white sneakers. He has black hair which is cut short."
2212,cuhk03/image=06_set=2_id=0010.png,B12,"A man, walking away from the camera is carrying a black bag on his back and a white shopping bag in his right hand. He has short black hair and is dressed all in black, with a small white logo near his neck on his t-shirt and long trousers with white shoes."
2213,cuhk03/image=06_set=2_id=0011.png,B12,"A tall skinny man is wearing a white and brown checkered shirt, with rolled up sleeves. His shirt is not tucked in. He is wearing dark blue jeans and very light shoes, either white or beige. His black hair is cut short."
2214,cuhk03/image=06_set=2_id=0012.png,B12,"A slim man with his head thrown back to let his slightly long, black hair reach his shoulders is facing away from the camera. He is wearing a dark green t-shirt, black tight-fitting trousers and white shoes with black soles, and he's carrying keys in his right hand."
2215,cuhk03/image=06_set=2_id=0013.png,B12,"A man with dark flip flops and long black shorts and a light grey, long-sleeved top is looking to his right as he walks away from the camera with a black backpack on his back, with white lines near the zips. He has black hair which is short at the back and long enough on the sides to cover his ears."
2216,cuhk03/image=06_set=2_id=0014.png,B12,"A slender lady with her arms folded in front of her is looking straight at the camera, she has dark brown hair hanging over her shoulders, a black strap with a red bag attache hanging on her left shoulder an a light grey top with long sleeves hanging loosely over dark jeans, either dark blue or black, with fading, and black shoes with white tips."
2217,cuhk03/image=06_set=2_id=0015.png,B12,"A young man with short black hair is looking downwards, he has thin rimmed glasses, a silvery wristwatch on his left arm and a black backpack over his shoulders. He is wearing a white t-shirt with black writing on the chest and black ribbing around the neck and short sleeves, with a dark blue jean and black shoes."
2218,cuhk03/image=06_set=2_id=0016.png,B12,"A thing young man has his right hand to his mouth as he's walking towards the camera. He is wearing a blue t-shirt with a black strap diagonally across his chest from his right shoulder, ending in a black bag on his left hip. He has light grey trousers and light shoes, which might be grey. His black hair is nearly hanging in his eyes."
2219,cuhk03/image=06_set=2_id=0017.png,B12,"A tall skinny man with his dark hair very short at the back and hanging over his eyes is carrying a beige and black bag over his left shoulder. He's wearing a light grey, loose hanging top with a cape and dark brown trousers with white and brown shoes."
2220,cuhk03/image=06_set=2_id=0018.png,B12,"A man with broad shoulders and short black hair is walking away from the camera, looking slightly to his right. He is wearing a red t-shirt, black trousers with extra pockets and white and black running shoes. On his back he has a light brown bag with dark brown straps and trimmings."
2221,cuhk03/image=06_set=2_id=0019.png,B12,"A lady with white shoes with black soles and denim like tights is wearing a light grey t-shirt, a black backpack and a black wristwatch on her left arm, she seems to be looking at something that she's holding in her right hand, possibly a cell phone and has dark brown hair in a shoulder-length style."
2222,cuhk03/image=06_set=2_id=0020.png,B12,"A thin male with a black and grey backpack is facing away from the camera. He has short black hair, a black shirt with short sleeves, an open collar and buttons, and grey trousers paired with light colored shoes, either white or light grey."
2223,cuhk03/image=06_set=2_id=0021.png,B12,"A tall man with large white skateboarding shoes is wearing faded blue jeans and a short sleeved white button-up shirt that has a black seam at the bottom. He has short dark brown hair and is holding something on either side of his hips, almost looking like someone's hands."
2224,cuhk03/image=06_set=2_id=0022.png,B12,"A woman with short bob hair of a dark color, presumably black, has her arms folded in front of her stomach and is looking over her left shoulder while walking towards the camera. She is wearing thin-rimmed glasses, a white t-shirt with a bluish print on the front, long beige trousers and white running shoes with black soles."
2225,cuhk03/image=06_set=2_id=0023.png,B12,"A man appears to be nearly jogging towards the camera. He combs his short black hair to the right and is wearing white tennis shoes and dark grey trousers. His golf shirt has a black collar and seems to be patterned in light green, orange and yellow."
2226,cuhk03/image=06_set=2_id=0024.png,B12,"A tall young boy is carrying a large black bag on his back, wearing a white t-shirt with an intricate grey-scale and red print on the front and baggy beige trousers with white running shoes. He has a black wristwatch and he wears his black hair short."
2227,cuhk03/image=06_set=2_id=0025.png,B12,A young boy with glasses and neat black hair is focusing on something in front of him as he's walking. He has a black bag slung across his shoulder and chest and is wearing a bright yellow t-shirt with a black logo on the left of his chest and grey trousers with slightly flaring bottoms.
2228,cuhk03/image=06_set=2_id=0026.png,B12,"A very skinny boy is walking away from the camera. He has black skateboarding shoes, knee-length, baggy black short and a black t-shirt with a white print on the upper back. He has either a black bracelet or a wristwatch on his left arm and keeps his black hair neatly cut."
2229,cuhk03/image=06_set=2_id=0027.png,B12,"A slightly chubby young man with a dark purple shirt with a white circular print on the chest is walking toward the camera, looking bored. He has black-rimmed glasses, short black hair and a black bag slung over his shoulder and chest. He's wearing very dark brown or black long shorts with black and white running shoes and is holding something white that looks like a piece of paper in his right hand."
2230,cuhk03/image=06_set=2_id=0028.png,B12,"A tall man is looking down while giving long strides towards the camera. He is wearing black dress shoes, black trousers and a crisp white button-up shirt with long sleeves and the collar button undone. He has glasses on and has neat, short black hair."
2231,cuhk03/image=06_set=2_id=0029.png,B12,"A young man wearing a pink golf shirt is laughing at something to his left while walking away from the camera. He is wearing faded black trousers and grey shoes with white soles, has sunglasses on and keeps his black hair neat and shortly cut. He has his left thumb hooked into his back pocket and the right hand is swinging by his side."
2232,cuhk03/image=06_set=2_id=0030.png,B12,A skinny youth with spiky black hair is looking slightly towards his right. He is wearing a black button-up shirt with a white and grey blocked pattern and tight fitting black trousers. He has black sneakers with white soles on and is walking away from the camera.
2233,cuhk03/image=06_set=2_id=0031.png,B12,"A young man with his dark hair, possibly black or dark brown, combed to the right and hanging almost over his eye, is looking at his cell phone, which he's holding in his left hand. He is wearing a maroon golf shirt with the collar folded up to cover his neck, black trousers and black shoes."
2234,cuhk03/image=06_set=2_id=0032.png,B12,"A girl with dark brown hair with red tips is wearing black pumps, black tights and a loose hanging short black dress with short sleeves. She has a black and white patterned backpack on her back. She seems to be holding something in her left hand, which is in front of her chest as she's walking away from the camera."
2235,cuhk03/image=06_set=2_id=0033.png,B12,A young male with medium length black hair wearing an ivy green shirt that's a loose fit for body breathing and black jeans that are a straight leg fit that provides easy movement also with a pair of black walking shoes which gives the whole foot a comfortable step as it touches the ground with each step.
2236,cuhk03/image=06_set=2_id=0034.png,B12,"A picture of a tall, thin male, probably young, with black hair and dressed all in black except for his white shoes with black soles. His trousers fit snugly and a jacket that looks like it is made from leather. He has a black bag in his let hand and is caryying a backpack in black and various shades of purple."
2237,cuhk03/image=06_set=2_id=0035.png,B12,"A man with black hair is walking towards the camera. He is wearing a black t-shirt with a print on the shirt that looks like it might be o a lighthouse, with black trousers and black and white sneakers. His black backpack is slung over his right shoulder and he has a wristwatch on his right hand and it seems like he has a tattoo on the inside of his left forearm."
2238,cuhk03/image=06_set=2_id=0036.png,B12,"A picture of a gangling youth looking at the camera through small round wire-rimmed glasses. He has mustard yellow backpack straps, an overly large light grey t-shirt with a black, white and brown motive and light brown trousers with extra pockets on the outer thighs. He is wearing black shoes and his hair seems unkempt."
2239,cuhk03/image=06_set=2_id=0037.png,B12,"A slim girl with her long black hair tied back in a ponytail has her hands in the pockets of her black jacket, which has white writing on the back. He has a big light brown bag on her right shoulder and has tight white trousers that reach to mid-calve and silver colored pumps."
2240,cuhk03/image=06_set=2_id=0038.png,B12,"A picture of what looks like a young girl with something dark around her right hand and wrist is looking at her feet as she stands with her back to this viewpoint. She is wearing a light blue hooded sweatshirt with short sleeves, black trousers and black shoes. Her dark brown hair is pulled back in a ponytail and her hairband is very light, possibly pink."
2241,cuhk03/image=06_set=2_id=0039.png,B12,"A broad-shouldered man with short black hair is sporting a white t-shirt, and it looks like he has a dark top slung over his left shoulder. His trousers are very dark, black or navy blue, with the bottom rolled up slightly and black shoes."
2242,cuhk03/image=06_set=2_id=0040.png,B12,"A lady with white shoes and black trousers is walking away from the camera. She has a flowing white top with short sleeves on and her long black hair is divided in three, one part hanging down her back and the other two over her shoulders to the front. It looks like she is holding a cell phone in her right hand."
2243,cuhk03/image=06_set=2_id=0041.png,B12,"The image shows a tall man, possibly quite young, with short black hair wearing a yellow t-shirt with a white pattern on the back, a pair of black knee-length shorts and blue running shoes with white soles. He's carrying something in his right hand, possibly keys or a wallet."
2244,cuhk03/image=06_set=2_id=0042.png,B12,"A lady with bear legs peeking out from a short red shirt and ending in very light, flat soled shoes is walking away from the camera and looking to her left. her long black hair is tied back with a white hairband, she's wearing a white top with short sleeves and is carrying something white in her left hand."
2245,cuhk03/image=06_set=2_id=0043.png,B12,"A young man wearing a black and grey cap is walking away from the camera. He is wearing a dark blue or purple t-shirt with very baggy black trousers and black shoes. He is carrying a black backpack, which is hanging low on his back."
485,cuhk03/image=01_set=1_id=0485.png,rab,"A teenage girl with short hair, wearing blue denim shirt with black colour pants and black or grey shoes. She carries a black colour bag in her right hand and a beige colour backpack."
484,cuhk03/image=01_set=1_id=0484.png,rab,"A short guy, probably in his early twenties, wearing something like a cap on his head. He wears grey or ash colour jacket with a pair of white shorts. He wears grey colour shoes. He has a black backpack on his back."
483,cuhk03/image=01_set=1_id=0483.png,rab,"A neatly dressed girl with short hair, checking her mobile phone while she walks. She wears ash colour jacket with pink hoodie with a pair of black or grey capris. She is wearing pink colour loafers. She carries a white or beige coloured handbag on her right shoulder."
482,cuhk03/image=01_set=1_id=0482.png,rab,"A guy in his early twenties, wearing blue jerkin with a pair of blue or grey jeans. He is wearing white shoes. His hair is cut short and is dark. He carries a dark colour backpack."
481,cuhk03/image=01_set=1_id=0481.png,rab,"Profile of a medium build man, with dark hair, wearing purple colour shirt with a pair of grey trousers and black shoes. He carries a black colour bag on his back and his hair is short."
480,cuhk03/image=01_set=1_id=0480.png,rab,"An average man with black coloured hair, wearing red full sleeve shirt with black colour trousers. He wears white colour shoes. He carries blue and black backpack on his back. His hair is short."
479,cuhk03/image=01_set=1_id=0479.png,rab,"A young and short girl with short and dark hair, wearing an ash colour horizontally striped jacket with a pair of beige colour pants. She wears red or brown colour shoes. She may be carrying a bag on her left shoulder."
478,cuhk03/image=01_set=1_id=0478.png,rab,"A fat and flabby man, wearing black polo tshirt with a pair of black cargo shorts and black shoes. He wears ash or grey colour socks. He has short and dark hair. He is carrying a backpack which is also black in colour. He appears to be wearing a watch in his left wrist."
477,cuhk03/image=01_set=1_id=0477.png,rab,"A young girl with brown long hair, wearing some black top with a pair of black jeans. She is wearing black colour shoes with white soles. She carries a white handbag on her right shoulder. The handbag has black colour polka dots on it. She is holding something like a paper in her right hand."
476,cuhk03/image=01_set=1_id=0476.png,rab,"A girl with black hair, wearing white top with a pair of dark colour jeans and dark colour shoes. She carries a red colour backpack with yellow colour designs on it."
